,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
600.0,Mercedes-Benz GLE 250d,Delhi,2016.0,21000.0,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,77.92
601.0,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015.0,66508.0,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,nan
602.0,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Hyderabad,2013.0,88000.0,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,nan
603.0,Toyota Fortuner 4x4 MT TRD Sportivo,Bangalore,2012.0,52000.0,Diesel,Manual,First,12.55,2982.0,169.0,7.0,nan
604.0,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2017.0,41372.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,nan
605.0,Skoda Rapid 1.5 TDI AT Ambition,Jaipur,2017.0,50000.0,Diesel,Automatic,Second,21.72,1498.0,108.4,5.0,14.86
606.0,Maruti Swift VDI BSIV,Kolkata,2012.0,72000.0,Diesel,Manual,First,17.8,1248.0,null bhp,5.0,nan
607.0,Honda Amaze S i-Dtech,Kolkata,2013.0,51637.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,nan
608.0,Toyota Corolla Altis G,Mumbai,2009.0,48233.0,Petrol,Manual,First,14.53,1798.0,138.1,5.0,nan
609.0,Hyundai Grand i10 Asta,Chennai,2016.0,58000.0,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,nan
610.0,Honda Jazz 1.2 V CVT i VTEC,Chennai,2015.0,44550.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,nan
611.0,Hyundai Verna 1.6 SX,Ahmedabad,2013.0,60001.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,nan
612.0,Toyota Fortuner 4x2 AT,Delhi,2014.0,150000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,nan
613.0,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Delhi,2015.0,33000.0,Diesel,Automatic,First,11.5,2987.0,210.0,5.0,nan
614.0,Mahindra TUV 300 P4,Kolkata,2016.0,27000.0,Diesel,Manual,First,0.0,nan,nan,nan,nan
615.0,Volkswagen Polo 1.5 TDI Highline,Jaipur,2015.0,62766.0,Diesel,Manual,First,20.14,1498.0,88.8,5.0,nan
616.0,Maruti Wagon R LXI BS IV,Delhi,2010.0,73575.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,nan
617.0,Honda Amaze SX i-DTEC,Pune,2015.0,63000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,nan
618.0,Toyota Innova Crysta 2.8 ZX AT,Jaipur,2017.0,27270.0,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,26.14
619.0,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016.0,41737.0,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,nan
620.0,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018.0,28358.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,nan
621.0,Maruti Ritz VDi ABS,Pune,2012.0,75500.0,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,nan
622.0,Honda Jazz 1.2 VX i VTEC,Mumbai,2016.0,9900.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,nan
623.0,Honda Brio S MT,Mumbai,2014.0,17000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,nan
624.0,BMW 5 Series 520d Sedan,Bangalore,2009.0,150000.0,Diesel,Automatic,Second,18.48,nan,nan,nan,nan
625.0,Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015.0,68178.0,Diesel,Manual,First,21.38,1396.0,88.7,5.0,nan
626.0,Hyundai Getz GLE,Hyderabad,2009.0,52008.0,Petrol,Manual,First,15.3,1341.0,83.0,5.0,nan
627.0,Chevrolet Beat Diesel LS,Kolkata,2013.0,76000.0,Diesel,Manual,First,25.44,936.0,56.3,5.0,nan
628.0,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015.0,48222.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,nan
629.0,Hyundai Xcent 1.2 Kappa SX Option,Delhi,2016.0,100000.0,Petrol,Manual,First,19.1,1197.0,82.0,5.0,nan
630.0,Maruti Swift Dzire VDi,Delhi,2010.0,68000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,nan
631.0,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2015.0,76115.0,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,32.41
632.0,Maruti Swift 1.3 VXi,Kolkata,2015.0,36009.0,Petrol,Manual,First,16.1,nan,nan,nan,nan
633.0,Toyota Fortuner 4x2 AT,Hyderabad,2013.0,142000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,nan
634.0,Volvo S60 D5 Kinetic,Hyderabad,2011.0,70000.0,Diesel,Automatic,First,13.2,2400.0,215.0,5.0,nan
635.0,Hyundai Creta 1.6 CRDi SX,Coimbatore,2016.0,34224.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,nan
636.0,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Ahmedabad,2012.0,50000.0,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,nan
637.0,Honda Mobilio V i DTEC,Mumbai,2015.0,30000.0,Diesel,Manual,First,24.2,1498.0,98.6,7.0,nan
638.0,Renault Captur 1.5 Diesel RXL,Bangalore,2018.0,22000.0,Diesel,Manual,First,20.37,1461.0,108.45,5.0,nan
639.0,Hyundai EON Sportz,Kolkata,2017.0,4000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,nan
640.0,Volvo XC90 2007-2015 D5 AWD,Delhi,2014.0,22230.0,Diesel,Manual,First,11.1,2400.0,200.0,7.0,nan
641.0,Maruti A-Star AT VXI,Bangalore,2011.0,46000.0,Petrol,Automatic,First,16.98,998.0,66.1,5.0,nan
642.0,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2013.0,88700.0,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,nan
643.0,Hyundai Grand i10 Sportz,Hyderabad,2015.0,56000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,nan
644.0,Audi A3 35 TDI Attraction,Ahmedabad,2014.0,84004.0,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,nan
645.0,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015.0,16000.0,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,nan
646.0,Mahindra XUV500 W6 2WD,Jaipur,2015.0,85009.0,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,nan
647.0,Ford Ecosport 1.0 Ecoboost Titanium,Mumbai,2014.0,86000.0,Petrol,Manual,First,18.88,999.0,123.37,5.0,nan
648.0,Chevrolet Enjoy TCDi LS 7 Seater,Coimbatore,2015.0,93442.0,Diesel,Manual,First,18.2,1248.0,73.8,7.0,nan
649.0,Mahindra Scorpio S10 8 Seater,Chennai,2015.0,65000.0,Diesel,Manual,First,15.4,2179.0,120.0,8.0,nan
650.0,Hyundai i20 2015-2017 1.2 Magna,Pune,2013.0,67000.0,Petrol,Manual,First,18.5,1197.0,80.0,5.0,nan
651.0,Renault Pulse RxZ,Coimbatore,2014.0,31513.0,Diesel,Manual,First,23.08,1461.0,63.12,5.0,nan
652.0,Maruti Swift Dzire ZDI,Coimbatore,2017.0,75724.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,nan
653.0,Hyundai EON Magna Plus,Kolkata,2013.0,69000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,nan
654.0,Nissan Micra XL,Mumbai,2010.0,65000.0,Petrol,Manual,First,18.06,1198.0,75.0,5.0,nan
655.0,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017.0,27000.0,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,40.73
656.0,Maruti Swift VXI,Chennai,2014.0,56049.0,Petrol,Manual,First,18.6,1197.0,85.8,5.0,nan
657.0,Skoda Rapid 1.6 TDI Ambition,Pune,2012.0,96987.0,Diesel,Manual,First,20.5,1598.0,103.5,5.0,nan
658.0,Fiat Punto 1.4 Emotion,Jaipur,2010.0,65000.0,Petrol,Manual,Third,14.6,nan,nan,nan,nan
659.0,Hyundai i10 Sportz 1.2,Bangalore,2010.0,69000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
660.0,Honda Jazz 1.5 S i DTEC,Bangalore,2015.0,33500.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,nan
661.0,Toyota Innova 2.5 VX (Diesel) 8 Seater,Chennai,2012.0,93000.0,Diesel,Manual,First,12.99,2494.0,100.0,8.0,nan
662.0,Volvo XC60 D4 SUMMUM,Ahmedabad,2013.0,64000.0,Diesel,Automatic,First,14.7,1984.0,181.0,5.0,nan
663.0,Maruti Ciaz ZDi Plus SHVS,Kochi,2017.0,48045.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,nan
664.0,Mitsubishi Pajero 2.8 SFX,Hyderabad,2009.0,94000.0,Diesel,Manual,First,10.5,2835.0,107.2,6.0,nan
665.0,Maruti Alto LXi,Chennai,2011.0,60000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,nan
666.0,Maruti Swift 1.3 VXi,Pune,2010.0,115000.0,Petrol,Manual,Second,16.1,nan,nan,nan,nan
667.0,BMW 3 Series 320d,Bangalore,2011.0,56000.0,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,nan
668.0,Hyundai i20 1.4 CRDi Asta,Pune,2012.0,98472.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,nan
669.0,Hyundai Creta 1.6 CRDi SX,Hyderabad,2016.0,37800.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,nan
670.0,Maruti Omni 5 Seater BSIV,Coimbatore,2016.0,63617.0,Petrol,Manual,First,14.0,796.0,35.0,5.0,nan
671.0,Hyundai Verna CRDi SX ABS,Ahmedabad,2011.0,68000.0,Diesel,Manual,First,18.1,1493.0,110.0,5.0,nan
672.0,Maruti Baleno Sigma 1.2,Kochi,2017.0,11282.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,nan
673.0,Honda Amaze S i-Dtech,Chennai,2013.0,75000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,nan
674.0,BMW X3 xDrive20d Advantage Edition,Coimbatore,2014.0,78984.0,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,nan
675.0,Skoda Superb Style 1.8 TSI AT,Mumbai,2016.0,71000.0,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,33.36
676.0,Honda Brio 1.2 VX MT,Kochi,2014.0,43814.0,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.63
677.0,Hyundai i10 Magna,Kolkata,2011.0,60000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
678.0,Hyundai Santro Xing XL,Jaipur,2007.0,85000.0,Petrol,Manual,Second,0.0,1086.0,null bhp,5.0,nan
679.0,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015.0,65438.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,nan
680.0,Renault Duster 85PS Diesel RxL,Mumbai,2014.0,28215.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,nan
681.0,Honda WRV i-DTEC VX,Kochi,2019.0,15053.0,Diesel,Manual,First,25.5,1498.0,98.6,5.0,12.05
682.0,Honda Mobilio RS Option i DTEC,Bangalore,2015.0,38000.0,Diesel,Manual,First,24.5,1498.0,98.6,7.0,nan
683.0,Volkswagen Polo Petrol Highline 1.2L,Kochi,2012.0,64213.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,nan
684.0,Mercedes-Benz E-Class E 220 d,Delhi,2017.0,15000.0,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,86.97
685.0,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2011.0,82000.0,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,nan
686.0,Hyundai Accent GLX,Pune,2009.0,60000.0,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,nan
687.0,Maruti Swift Dzire VXi,Chennai,2012.0,158000.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,nan
688.0,Hyundai i10 Magna,Chennai,2007.0,73000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
689.0,Honda Brio 1.2 S MT,Coimbatore,2013.0,71601.0,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.38
690.0,Maruti Ritz VDi,Hyderabad,2015.0,82328.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,nan
691.0,Honda Brio 1.2 S MT,Kolkata,2011.0,38000.0,Petrol,Manual,First,18.5,1198.0,86.8,5.0,5.89
692.0,Maruti Swift VXI BSIV,Pune,2014.0,85000.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,nan
693.0,Renault Duster 110PS Diesel RxL,Jaipur,2012.0,116000.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,nan
694.0,Hyundai Santro Xing GLS,Mumbai,2008.0,65000.0,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,nan
695.0,Mahindra KUV 100 G80 K4 Plus 5Str,Chennai,2018.0,5600.0,Petrol,Manual,First,18.15,1198.0,82.0,5.0,6.55
696.0,Ford Endeavour 3.0L 4X4 AT,Delhi,2012.0,68000.0,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,nan
697.0,Tata Indica Vista Terra 1.2 Safire BS IV,Kolkata,2010.0,29300.0,Petrol,Manual,First,15.8,1172.0,65.0,5.0,nan
698.0,Land Rover Discovery Sport TD4 S,Kochi,2018.0,23342.0,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,nan
699.0,BMW 3 Series 320d Sport,Coimbatore,2017.0,41078.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,nan
700.0,Volkswagen Vento 1.5 TDI Highline Plus,Chennai,2014.0,38000.0,Diesel,Manual,First,20.64,1498.0,108.49,5.0,nan
701.0,Tata Indica Vista TDI LS,Hyderabad,2013.0,132000.0,Diesel,Manual,Second,19.4,1405.0,70.0,5.0,nan
702.0,Maruti Alto 800 LXI,Pune,2015.0,35000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,nan
703.0,Ford Figo Diesel LXI,Ahmedabad,2012.0,80000.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,nan
704.0,Ford Fiesta 1.4 SXi TDCi,Kolkata,2009.0,39408.0,Diesel,Manual,First,17.8,1399.0,null bhp,5.0,nan
705.0,Honda Jazz 1.2 V i VTEC,Kolkata,2015.0,27525.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,nan
706.0,Hyundai Grand i10 1.2 CRDi Magna,Jaipur,2018.0,27000.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,7.79
707.0,Skoda Rapid 1.5 TDI Ambition,Pune,2015.0,82799.0,Diesel,Manual,First,21.14,1498.0,103.52,5.0,nan
708.0,Maruti Ignis 1.2 Alpha,Pune,2017.0,8000.0,Petrol,Manual,First,20.89,1197.0,81.8,5.0,7.87
709.0,Toyota Fortuner 4x2 AT,Mumbai,2014.0,46000.0,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,nan
710.0,Hyundai Verna 1.6 CRDI,Pune,2012.0,98000.0,Diesel,Manual,First,22.32,1582.0,126.3,5.0,nan
711.0,Hyundai EON Era Plus,Coimbatore,2016.0,47924.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,nan
712.0,Ford Ecosport 1.5 Ti VCT AT Titanium,Chennai,2013.0,39000.0,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,nan
713.0,Hyundai Grand i10 Asta Option,Coimbatore,2017.0,33601.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,nan
714.0,Hyundai Creta 1.6 SX Automatic Diesel,Pune,2015.0,85000.0,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,18.32
715.0,Toyota Corolla Altis G,Pune,2012.0,54000.0,Petrol,Manual,First,14.53,1798.0,138.1,5.0,nan
716.0,Maruti Vitara Brezza ZDi,Pune,2017.0,35000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.65
717.0,Volkswagen CrossPolo 1.2 TDI,Hyderabad,2013.0,80020.0,Diesel,Manual,Second,22.07,1199.0,74.0,5.0,nan
718.0,Ford Ikon 1.4 ZXi,Chennai,2005.0,87500.0,Petrol,Manual,Second,13.8,1399.0,68.0,5.0,nan
719.0,Honda Mobilio V i VTEC,Mumbai,2015.0,59500.0,Petrol,Manual,First,17.3,1497.0,117.3,7.0,nan
720.0,Honda Mobilio S i DTEC,Hyderabad,2015.0,76000.0,Diesel,Manual,First,24.2,1498.0,98.6,7.0,nan
721.0,Porsche Cayenne Diesel,Bangalore,2014.0,43000.0,Diesel,Automatic,Second,15.15,2967.0,240.0,5.0,nan
722.0,Honda Amaze E i-Vtech,Kochi,2015.0,41850.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,nan
723.0,Audi A3 35 TDI Premium Plus,Hyderabad,2015.0,52300.0,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,nan
724.0,Mahindra XUV500 W6 2WD,Pune,2013.0,31924.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,nan
725.0,Hyundai Verna Transform SX VGT CRDi BS III,Coimbatore,2014.0,77914.0,Diesel,Manual,First,16.2,1493.0,110.0,5.0,nan
726.0,Ford Ecosport 1.5 DV5 MT Trend,Pune,2013.0,70000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,nan
727.0,Maruti Alto LXi,Chennai,2010.0,94385.0,Petrol,Manual,Second,19.7,796.0,46.3,5.0,nan
728.0,Renault Pulse RxZ,Jaipur,2012.0,57000.0,Diesel,Manual,Second,23.08,1461.0,63.12,5.0,nan
729.0,Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016.0,27039.0,Petrol,Manual,First,20.3,998.0,68.05,5.0,nan
730.0,Honda Amaze SX i-VTEC,Delhi,2015.0,11000.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,nan
731.0,Volkswagen Vento 1.5 TDI Highline Plus AT,Jaipur,2016.0,57669.0,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,16.64
732.0,Toyota Fortuner 3.0 Diesel,Pune,2011.0,124000.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,nan
733.0,Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017.0,29500.0,Diesel,Manual,First,23.65,1248.0,88.5,5.0,nan
734.0,Maruti 800 DX,Jaipur,2000.0,75000.0,Petrol,Manual,First,16.1,796.0,37.0,4.0,nan
735.0,Maruti Celerio VXI AT,Coimbatore,2015.0,54186.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,nan
736.0,Honda Brio E MT,Mumbai,2015.0,36990.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,nan
737.0,Maruti Swift Dzire Vdi BSIV,Hyderabad,2016.0,90000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,nan
738.0,Toyota Innova Crysta 2.8 GX AT 8S,Mumbai,2018.0,23000.0,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,21.0
739.0,Maruti Ertiga VXI Petrol,Delhi,2016.0,23582.0,Petrol,Manual,Second,19.34,1462.0,103.0,7.0,9.54
740.0,Maruti A-Star Vxi,Jaipur,2009.0,87000.0,Petrol,Manual,Second,19.0,998.0,66.1,5.0,nan
741.0,Fiat Avventura Urban Cross 1.3 Multijet Emotion,Kolkata,2019.0,1000.0,Diesel,Manual,First,20.5,1248.0,91.72,5.0,9.26
742.0,Maruti Swift VDI,Kochi,2015.0,58634.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,nan
743.0,Nissan Sunny Diesel XV,Kochi,2013.0,41377.0,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,nan
744.0,Hyundai EON Magna Plus,Jaipur,2015.0,43000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,nan
745.0,Honda Amaze S i-Vtech,Kochi,2015.0,77372.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,nan
746.0,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2006.0,49000.0,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,nan
747.0,Honda City i VTEC CVT VX,Delhi,2015.0,48000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,nan
748.0,Honda Brio S MT,Hyderabad,2012.0,30000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,nan
749.0,Maruti Wagon R VXI BS IV,Kolkata,2012.0,47000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,nan
750.0,Hyundai Elantra CRDi SX AT,Jaipur,2016.0,76681.0,Diesel,Automatic,First,22.7,1582.0,126.2,5.0,nan
751.0,Honda Accord 2.4 Elegance A/T,Mumbai,2010.0,106565.0,Petrol,Automatic,First,10.2,2354.0,180.0,5.0,nan
752.0,Maruti Wagon R VXI AMT,Coimbatore,2011.0,37492.0,Petrol,Automatic,First,22.5,998.0,67.0,5.0,6.33
753.0,Chevrolet Cruze LTZ,Coimbatore,2014.0,72843.0,Diesel,Manual,Second,17.3,1998.0,163.7,5.0,nan
754.0,Hyundai i20 1.2 Era,Kochi,2013.0,55653.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,nan
755.0,Tata Nano Cx BSIV,Ahmedabad,2013.0,35000.0,Petrol,Manual,First,25.4,624.0,37.48,4.0,nan
756.0,Ford Ecosport 1.5 Ti VCT MT Trend,Delhi,2014.0,44000.0,Petrol,Manual,First,15.8,1499.0,110.0,5.0,nan
757.0,Tata Indica Vista TDI LS,Pune,2012.0,43200.0,Diesel,Manual,First,19.1,1405.0,70.0,5.0,nan
758.0,Skoda Octavia Classic 1.9 TDI MT,Jaipur,2005.0,117000.0,Diesel,Manual,First,18.7,1896.0,66.0,5.0,nan
759.0,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2016.0,63961.0,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,34.1
760.0,Mini Cooper 3 DOOR D,Mumbai,2015.0,20000.0,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,35.0
761.0,Hyundai Xcent 1.2 Kappa S Option,Pune,2016.0,34000.0,Petrol,Manual,First,19.1,1197.0,81.86,5.0,nan
762.0,Hyundai i20 Magna 1.2,Kolkata,2015.0,35000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
763.0,Hyundai i20 Sportz 1.2,Mumbai,2013.0,43000.0,Petrol,Manual,First,18.5,1197.0,82.85,5.0,nan
764.0,Hyundai i10 Magna,Hyderabad,2008.0,63193.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
765.0,Toyota Innova 2.5 G4 Diesel 8-seater,Bangalore,2008.0,110000.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,nan
766.0,Maruti SX4 Vxi BSIV,Kochi,2011.0,44547.0,Petrol,Manual,First,16.51,1586.0,103.2,5.0,nan
767.0,Honda City 1.5 E MT,Ahmedabad,2011.0,65000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,nan
768.0,Maruti Ritz LXi,Mumbai,2012.0,79000.0,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,nan
769.0,Maruti Alto K10 LXI CNG Optional,Delhi,2017.0,33000.0,CNG,Manual,First,32.26,998.0,58.2,4.0,4.66
770.0,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2014.0,108000.0,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,nan
771.0,Toyota Innova Crysta 2.4 G MT 8S,Kochi,2018.0,21302.0,Diesel,Manual,First,13.68,2393.0,147.8,8.0,nan
772.0,Maruti Swift VDI Optional,Pune,2014.0,82000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,nan
773.0,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014.0,173000.0,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,nan
774.0,Mahindra Quanto C2,Jaipur,2013.0,72000.0,Diesel,Manual,First,17.21,1493.0,100.0,7.0,nan
775.0,Mahindra XUV500 W8 4WD,Bangalore,2014.0,50299.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,nan
776.0,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2014.0,60000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,nan
777.0,Toyota Fortuner 3.0 Diesel,Kolkata,2011.0,112999.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,nan
778.0,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2010.0,183000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,nan
779.0,Jaguar XF 2.2 Litre Luxury,Coimbatore,2016.0,58840.0,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,nan
780.0,Hyundai Verna 1.6 EX VTVT,Kolkata,2014.0,58000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,nan
781.0,Hyundai i20 1.4 CRDi Magna,Jaipur,2011.0,78000.0,Diesel,Manual,First,21.9,1396.0,90.0,5.0,nan
782.0,Skoda Octavia 2.0 TDI MT Style,Ahmedabad,2018.0,34000.0,Diesel,Manual,First,21.0,1968.0,141.0,5.0,23.29
783.0,Hyundai i10 Sportz 1.2,Hyderabad,2012.0,54982.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
784.0,Maruti Alto LXi,Jaipur,2008.0,65000.0,Petrol,Manual,Second,19.7,796.0,46.3,5.0,nan
785.0,Renault KWID RXL,Kochi,2018.0,16292.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.95
786.0,Hyundai Grand i10 Sportz,Mumbai,2015.0,11206.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,nan
787.0,Hyundai Grand i10 AT Asta,Pune,2015.0,32100.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,nan
788.0,Maruti Wagon R LXI,Delhi,2018.0,22296.0,Petrol,Manual,Second,22.5,998.0,67.04,5.0,4.59
789.0,Hyundai i20 Magna 1.4 CRDi,Kolkata,2015.0,36113.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,nan
790.0,Volvo S80 D5,Delhi,2011.0,87000.0,Diesel,Automatic,Second,13.1,2400.0,215.0,5.0,nan
791.0,Renault Duster 85PS Diesel RxZ,Jaipur,2018.0,1001.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,13.08
792.0,Honda City i VTEC CVT VX,Hyderabad,2015.0,39822.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,nan
793.0,Maruti Swift VXI BSIII,Hyderabad,2008.0,81814.0,Petrol,Manual,First,16.1,1298.0,88.2,5.0,nan
794.0,Hyundai Creta 1.6 SX Plus Diesel,Chennai,2016.0,62000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,nan
795.0,Maruti Swift Dzire VDI,Pune,2017.0,71000.0,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,nan
796.0,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2019.0,10452.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,nan
797.0,Tata Tiago 1.2 Revotron XT Option,Kolkata,2018.0,1520.0,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.71
798.0,Honda Brio S MT,Chennai,2013.0,35315.0,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,nan
799.0,Maruti Swift VDI BSIV,Hyderabad,2014.0,91722.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,nan
800.0,Hyundai i20 1.2 Sportz Option,Pune,2011.0,35976.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,nan
